id,nif,nombre,tipo,sector_cnae
1630,R26734478,Ramón y Benito S.Com.,SANA,Comercio
1631,C55922853,Soluciones Piñol S.Coop.,SANA,Construccion
1632,H74142265,Supermercados Rey & Asociados S.A.,SANA,Transporte
1633,D11275951,Lisandro Teruel Dávila S.L.U.,SANA,Construccion
1634,J10969945,Minería Iberia S.A.T.,SANA,Construccion
1635,D38329115,Hnos Yáñez S.Com.,SANA,Construccion
1636,R90931259,Hermanos Soler S.Coop.,SANA,Comercio
1637,V73516094,Soluciones Barragán y asociados S.Coop.,SANA,Comercio
1638,S55171003,Grupo Prado S.L.,SANA,Comercio
1639,P52308622,Ros y Macias S.Com.,SANA,Tecnologia
1640,Q99265296,Supermercados Serrano y asociados S.Com.,SANA,Transporte
1641,R91981404,Cerdá y asociados S.L.N.E,SANA,Construccion
1642,Q54326109,Ripoll y asociados S.Coop.,SANA,Construccion
1643,A71326664,Fábrica Pina y asociados S.L.,SANA,Transporte
1644,E13446768,Hnos Millán S.Com.,SANA,Construccion
1645,W47509496,Grupo Aller S.Com.,SANA,Tecnologia
1646,Q70655417,Comercializadora Cerro & Asociados S.C.P,SANA,Transporte
1647,W65448912,Mendoza & Asociados S.L.,SANA,Tecnologia
1648,A95640742,Suministros Alcaraz S.Coop.,SANA,Comercio
1649,A95064149,Suárez y Gascón S.A.,SANA,Comercio
1650,B53691252,Grupo Pallarès S.L.L.,SANA,Transporte
1651,H91438353,Manufacturas COO S.A.,SANA,Transporte
1652,R92220752,Distribuciones WCQ S.A.U,FRAUDE_CARRUSEL,Construccion
1653,Q67433950,Transportes Coll S.Coop.,SANA,Transporte
1654,D61654839,Elías y asociados S.Com.,SANA,Comercio
1655,G29214803,Distribuciones Sandoval S.Com.,SANA,Construccion
1656,E76830369,Inmobiliaria Bautista S.L.,FRAUDE_MAQUILLAJE,Construccion
1657,N83651529,Hnos Pedro S.A.,SANA,Transporte
1658,F69899586,Familia Torres S.A.D,SANA,Construccion
1659,V98938318,Sáez y Yáñez S.L.N.E,SANA,Tecnologia
1660,H38405950,Consultoría Tomas S.C.P,SANA,Tecnologia
1661,C24155900,Ale Jordá Domínguez S.A.,SANA,Transporte
1662,A31506414,Finanzas Avanzadas S.Com.,SANA,Comercio
1663,R47628993,Infraestructuras Jove & Asociados S.Com.,FRAUDE_CARRUSEL,Tecnologia
1664,J99379971,Carranza y asociados S.A.,SANA,Transporte
1665,D99318726,Domitila Palomares Pina S.L.,SANA,Tecnologia
1666,V22138886,Hotel Cerezo y asociados S.C.P,SANA,Comercio
1667,H87305664,Vallejo & Asociados S.A.,FRAUDE_MAQUILLAJE,Construccion
1668,P60601468,Inversiones Españolas S.L.L.,SANA,Transporte
1669,S41322048,Banca Privada Villanueva S.L.,FRAUDE_CARRUSEL,Tecnologia
1670,J25527644,Múgica y Maestre S.A.,SANA,Comercio
1671,C24949509,Construcción Pinto & Asociados S.Com.,SANA,Construccion
1672,P89483803,Logística Iriarte S.Coop.,SANA,Tecnologia
1673,D86885150,Alcaraz y Llobet S.Com.,SANA,Comercio
1674,E52060116,Hermanos Escudero S.L.N.E,SANA,Transporte
1675,A51714724,Servicios Salom & Asociados S.L.,SANA,Construccion
1676,G62096010,Banco del Levante S.Coop.,SANA,Transporte
1677,P58992670,Inmobiliaria Españolas S.Com.,SANA,Tecnologia
1678,W99086047,Minería Alemán & Asociados S.L.,SANA,Tecnologia
1679,D63057930,Hnos Gárate S.C.P,SANA,Construccion
1680,U52402900,Fábrica Hurtado S.L.,SANA,Tecnologia
1681,N39380829,Bienvenida Sancho Lluch S.Com.,SANA,Transporte
1682,U29787096,Transportes del Sur S.A.,SANA,Comercio
1683,E99301859,Consultoría UEQ S.C.P,FRAUDE_CARRUSEL,Construccion
1684,P51458705,Suministros Pla & Asociados S.L.L.,SANA,Construccion
1685,J87037211,Gabaldón y asociados S.Com.,SANA,Transporte
1686,G76441201,Manufacturas NJNY S.A.U,SANA,Comercio
1687,R17893691,Despacho Higueras S.L.,FRAUDE_MAQUILLAJE,Comercio
1688,E38268009,Grupo Espada S.L.,SANA,Tecnologia
1689,B34027688,Berrocal y asociados S.L.,SANA,Transporte
1690,R50144760,Menendez y Lerma S.A.,SANA,Tecnologia
1691,A83543652,Hnos Martorell S.L.L.,SANA,Transporte
1692,P66698597,Ballesteros y Vicente S.L.,SANA,Transporte
1693,Q62527814,Suministros Globales S.Coop.,SANA,Transporte
1694,C80846080,Erasmo Prieto González S.L.,SANA,Comercio
1695,N36184828,Bas y Roca S.A.,SANA,Transporte
1696,D27569192,Inversiones Tomas S.Coop.,SANA,Comercio
1697,B50812122,Hermanos Ferrándiz S.L.N.E,SANA,Transporte
1698,F87464756,Alimentación Plana y asociados S.L.,SANA,Tecnologia
1699,U74752231,Finanzas Internacionales S.L.N.E,SANA,Comercio
1700,E38154362,Transportes MXVG S.L.,FRAUDE_MAQUILLAJE,Tecnologia
1701,G97407684,Logística QZWU S.L.,SANA,Construccion
1702,Q87266743,Logística AZEI S.A.D,FRAUDE_CARRUSEL,Construccion
1703,E60540462,Galván y Ballester S.Com.,SANA,Transporte
1704,F17560687,Íngrid Verdú Jáuregui S.Coop.,FRAUDE_CARRUSEL,Construccion
1705,Q73602527,Rivero y Blanco S.Coop.,SANA,Tecnologia
1706,B25750026,Comercial FQAL S.L.,SANA,Comercio
1707,S29940502,Baquero y Mascaró S.Coop.,FRAUDE_CARRUSEL,Transporte
1708,H14562440,Instalaciones Castejón S.A.,FRAUDE_MAQUILLAJE,Construccion
1709,H63236763,América Bernal Tur S.L.,SANA,Transporte
1710,N90014633,Farmaceútica Ramirez S.C.P,FRAUDE_CARRUSEL,Tecnologia
1711,R98384904,Cases & Asociados S.L.,SANA,Construccion
1712,U97283256,Grupo Vara S.A.D,SANA,Transporte
1713,J94870367,Jose Cáceres Vélez S.A.,SANA,Transporte
1714,Q11557250,Familia Hervia S.L.N.E,FRAUDE_CARRUSEL,Construccion
1715,D21091349,Hnos Viñas S.A.,SANA,Construccion
1716,V96088502,Familia Catalá S.L.,SANA,Tecnologia
1717,A88765739,Hermanos Peiró S.A.,SANA,Transporte
1718,J22690720,Consultoría Milla & Asociados S.Coop.,SANA,Tecnologia
1719,R74987079,Manufacturas JRE S.L.N.E,SANA,Transporte
1720,N86695110,Juan Bautista Oliveras Palomo S.A.,SANA,Tecnologia
1721,D53651494,Familia Roldan S.Com.,FRAUDE_CARRUSEL,Construccion
1722,F64402540,Pedro y asociados S.L.L.,SANA,Construccion
1723,R84633131,Restauración del Norte S.Coop.,SANA,Transporte
1724,C79645728,Calzada y asociados S.L.L.,SANA,Construccion
1725,G98393430,Calzada y asociados S.L.N.E,SANA,Construccion
1726,F90410190,Inversiones Francisco & Asociados S.A.,SANA,Tecnologia
1727,A84453495,Salvador y Palmer S.L.,SANA,Transporte
1728,P26514861,Hnos Coca S.L.,SANA,Construccion
1729,E87186069,Consultoría Becerra & Asociados S.L.,SANA,Tecnologia
1730,F21787125,Desarrollo Iriarte S.Coop.,SANA,Comercio
1731,B21356205,Cortes y Salgado S.A.,SANA,Construccion
1732,W50074450,Hotel Quintero S.A.,SANA,Comercio
1733,F66780987,Grupo Mateo S.L.,FRAUDE_MAQUILLAJE,Construccion
1734,H50345846,Armas & Asociados S.C.P,SANA,Construccion
1735,W49379055,Tecnologías Cáceres S.L.N.E,SANA,Transporte
1736,E87453221,Camino y asociados S.Coop.,FRAUDE_CARRUSEL,Transporte
1737,P80151077,Ortuño y Casas S.L.N.E,SANA,Comercio
1738,W38164181,Vicens y Lago S.Com.,SANA,Construccion
1739,B41823071,Industrias Herrera & Asociados S.L.N.E,SANA,Construccion
1740,G29014267,Bolaños & Asociados S.A.,SANA,Comercio
1741,G28013093,Hermanos Tudela S.L.,SANA,Tecnologia
1742,Q47231423,Suministros YYI S.A.,SANA,Tecnologia
1743,S19980384,Leocadio Rivas Burgos S.A.,SANA,Comercio
1744,J61241954,Fábrica Murillo & Asociados S.L.N.E,SANA,Tecnologia
1745,R71212377,Armas & Asociados S.Coop.,SANA,Construccion
1746,J67088619,Servicios ZZPN S.A.,SANA,Tecnologia
1747,G19470140,Berrocal y Guzmán S.Coop.,SANA,Comercio
1748,G59948088,Consultoría Pino S.A.,SANA,Tecnologia
1749,S30601268,Suministros Valenciano y asociados S.L.L.,SANA,Comercio
1750,S60860721,Tomé y Carvajal S.L.,SANA,Construccion
1751,H20405175,Desarrollo UQFP S.A.,FRAUDE_CARRUSEL,Comercio
1752,D81332718,Paola Benavides Nicolau S.Coop.,SANA,Construccion
1753,S18852915,Soluciones del Sur S.A.,SANA,Comercio
1754,C58696806,Construcción del Norte S.L.,SANA,Comercio
1755,J29640030,Manufacturas del Levante S.Com.,FRAUDE_MAQUILLAJE,Tecnologia
1756,J11323834,Distribuciones Campos y asociados S.A.T.,SANA,Construccion
1757,R39826611,Transportes Soria & Asociados S.L.L.,SANA,Transporte
1758,D26576358,Suministros Gomez S.L.,SANA,Tecnologia
1759,W51144384,José María Cornejo Casas S.Coop.,SANA,Transporte
1760,D80995825,Carmona y asociados S.Com.,SANA,Comercio
1761,N84026745,Soluciones Globales S.A.,SANA,Comercio
1762,D16437523,Mayo & Asociados S.Com.,SANA,Tecnologia
1763,P62286305,Macías y asociados S.L.,SANA,Tecnologia
1764,Q81361168,Farmaceútica del Mediterráneo S.Coop.,SANA,Transporte
1765,V89498519,Palau y Corral S.L.L.,SANA,Tecnologia
1766,J11274728,Minería Burgos & Asociados S.Coop.,SANA,Tecnologia
1767,E29148862,Comercializadora del Mediterráneo S.A.,SANA,Transporte
1768,J17095369,Abascal y Rodríguez S.Coop.,FRAUDE_CARRUSEL,Comercio
1769,H91698732,Javiera Quintanilla Porras S.L.L.,SANA,Transporte
1770,U34575873,Hermanos Pelayo S.A.T.,SANA,Transporte
1771,Q72903261,Palomar y Esteban S.L.,SANA,Comercio
1772,J67413657,Juan y Esteve S.L.N.E,SANA,Tecnologia
1773,N95313518,Caballero y Español S.L.,SANA,Construccion
1774,N64561490,Transportes Miralles S.Coop.,SANA,Comercio
1775,C95184862,Pérez y Puig S.L.,SANA,Construccion
1776,C42217185,Grupo Ordóñez S.A.,SANA,Construccion
1777,F87217700,Despacho MVC S.L.,SANA,Construccion
1778,C48366253,Correa y Marquez S.Com.,SANA,Transporte
1779,A66906118,Héctor Sabater Guijarro S.Com.,SANA,Tecnologia
1780,V76814283,Beltran y asociados S.Com.,SANA,Construccion
1781,R11865661,Tecnologías Inteligentes S.Com.,SANA,Tecnologia
1782,A67039703,Instalaciones Martí y asociados S.Coop.,SANA,Comercio
1783,H98741286,Lloret y Sebastián S.L.N.E,FRAUDE_MAQUILLAJE,Construccion
1784,U32620027,Talleres Ibérica S.A.,SANA,Tecnologia
1785,F20082754,Finanzas VPT S.Com.,SANA,Comercio
1786,E78945564,Ropero & Asociados S.L.L.,FRAUDE_CARRUSEL,Comercio
1787,B66736822,Grupo Miranda S.L.,SANA,Transporte
1788,R32881970,Grupo Cerdán S.A.U,FRAUDE_MAQUILLAJE,Comercio
1789,D55360034,Albano Andres Barriga S.Com.,SANA,Tecnologia
1790,D48931830,Instalaciones del Norte S.A.,SANA,Comercio
1791,V49398948,Hnos Godoy S.A.,SANA,Comercio
1792,G10299883,Banca Privada KYCH S.L.,SANA,Transporte
1793,G50912220,Lobato y Márquez S.L.N.E,SANA,Construccion
1794,U92912825,Servicios Roda y asociados S.L.L.,SANA,Transporte
1795,B57747160,Hnos Bartolomé S.A.,SANA,Construccion
1796,U54097476,Hnos Expósito S.Coop.,SANA,Comercio
1797,Q24383316,Infraestructuras del Noroeste S.Coop.,SANA,Construccion
1798,Q34985664,Pánfilo Querol Carreño S.A.,SANA,Transporte
1799,Q11189670,Banco Inteligentes S.L.L.,SANA,Construccion
1800,S76041312,Alonso y Campos S.A.,SANA,Tecnologia
1801,C81014138,Hermanos Viana S.Coop.,SANA,Tecnologia
1802,S26621878,Inmobiliaria JQ S.L.N.E,SANA,Transporte
1803,A30888358,Finanzas Española S.L.,SANA,Comercio
1804,H73176107,Banco Baquero S.Coop.,SANA,Transporte
1805,Q50169346,Guillén & Asociados S.L.L.,SANA,Comercio
1806,S34452059,Hermenegildo Jove Saez S.Coop.,SANA,Comercio
1807,D68864146,Familia Pi S.L.L.,SANA,Transporte
1808,F28773624,Grupo Escobar S.Com.,SANA,Comercio
1809,S10779834,Acevedo y Hervia S.L.,SANA,Comercio
1810,G24853291,Distribuciones RY S.Coop.,SANA,Tecnologia
1811,N15403110,Hermanos Olmedo S.A.,SANA,Tecnologia
1812,R66513148,Benavente & Asociados S.L.,SANA,Comercio
1813,B31516779,Finanzas Vidal S.L.N.E,SANA,Tecnologia
1814,V99287389,Sureda y Peiró S.A.,SANA,Comercio
1815,D66518457,Maristela Díaz Patiño S.A.,FRAUDE_CARRUSEL,Transporte
1816,V27103900,Ligia Salamanca Castillo S.A.D,SANA,Comercio
1817,R77358318,Farmaceútica Globales S.A.,SANA,Transporte
1818,E24728084,Industrias EC S.A.,SANA,Construccion
1819,A26928020,Vicente Asenjo Capdevila S.A.,SANA,Tecnologia
1820,Q77108989,Sosimo Palmer Figueras S.Coop.,SANA,Construccion
1821,H16984668,Fábrica AYP S.A.,SANA,Comercio
1822,S90139636,Adela Borrás Malo S.L.N.E,SANA,Construccion
1823,S74450415,Talleres Sáez S.A.,SANA,Comercio
1824,N75220319,Hermanos Girona S.A.,SANA,Construccion
1825,S43252079,Armas & Asociados S.L.,SANA,Tecnologia
1826,W35079956,Luque y Menéndez S.A.,SANA,Tecnologia
1827,J25437721,Desarrollo Española S.Coop.,SANA,Comercio
1828,H99433358,Banco LIVS S.Coop.,SANA,Transporte
1829,G73604818,Dafne Ángel Salmerón S.A.,SANA,Construccion
1830,W92020513,Manufacturas Ibéricos S.L.L.,SANA,Tecnologia
1831,G89349010,Distribuciones Rincón S.A.,SANA,Tecnologia
1832,H26168027,Ferrera y asociados S.A.,SANA,Tecnologia
1833,R15149455,Transportes Mariño y asociados S.L.N.E,SANA,Comercio
1834,G29623857,Talleres Zurita y asociados S.C.P,SANA,Transporte
1835,A92740848,Carmelo Balaguer Paredes S.L.,SANA,Tecnologia
1836,C16839113,Zurita y Perez S.A.,SANA,Transporte
1837,S80460439,Construcción Mendizábal y asociados S.Coop.,SANA,Comercio
1838,H39766168,Comercial Santamaría y asociados S.Com.,SANA,Comercio
1839,S74316496,Fábrica Bolaños S.C.P,SANA,Construccion
1840,W67320744,Restauración Ibéricos S.A.,SANA,Construccion
1841,N24771325,Hermanos Sobrino S.Coop.,SANA,Comercio
1842,Q47655580,Promociones Cisneros S.L.N.E,SANA,Comercio
1843,S43147569,Promociones Castellana S.L.L.,SANA,Comercio
1844,B34394290,Supermercados Marcos S.Com.,SANA,Construccion
1845,A16996855,Raúl Zaragoza Tur S.A.,SANA,Comercio
1846,G48294595,Leopoldo Nadal Santamaría S.Coop.,SANA,Transporte
1847,J91405981,Industrias Larrea S.L.,SANA,Construccion
1848,S34808805,Bayo y asociados S.L.,SANA,Comercio
1849,V58799048,Merche Suarez Pinto S.Com.,SANA,Comercio
1850,N24969117,Banco Alcaraz S.Coop.,SANA,Construccion
1851,A84057077,Restauración Expósito S.C.P,SANA,Tecnologia
1852,P58394712,Segura & Asociados S.C.P,SANA,Comercio
1853,W91163313,Transportes Izquierdo & Asociados S.Com.,SANA,Comercio
1854,H97274855,Familia Páez S.L.,SANA,Comercio
1855,G88427071,Consultoría GRIV S.A.,SANA,Transporte
1856,C24276138,Hermanos Losa S.L.N.E,SANA,Tecnologia
1857,D15508152,Navas & Asociados S.L.,SANA,Tecnologia
1858,G69830209,Compañía DZTQ S.Com.,SANA,Construccion
1859,C83360594,Adolfo Perelló Valverde S.Com.,SANA,Comercio
1860,N73645847,Suministros KHQW S.L.U.,SANA,Tecnologia
1861,E15880227,Sabater y asociados S.A.,SANA,Tecnologia
1862,G66131539,Inmobiliaria Marín & Asociados S.L.L.,SANA,Comercio
1863,Q59125302,Banca Privada Salazar & Asociados S.L.,SANA,Transporte
1864,D68535809,Valbuena y Fábregas S.Com.,SANA,Construccion
1865,V66237786,Florentino Peralta Díaz S.Com.,SANA,Construccion
1866,F90417043,Industrias Caro S.L.,SANA,Comercio
1867,E48877018,Efraín Solera Alcaraz S.A.U,SANA,Construccion
1868,B35526992,Hermanos Jara S.L.,SANA,Transporte
1869,V81466893,Custodia Fiol Castells S.C.P,SANA,Construccion
1870,F68753131,Promociones del Norte S.Coop.,SANA,Transporte
1871,R63801036,Construcción Herrera & Asociados S.L.,SANA,Comercio
1872,G34704966,Banca Privada IIYH S.L.L.,SANA,Construccion
1873,F86758847,Inmobiliaria UWI S.A.,SANA,Tecnologia
1874,A78826270,Fiol y asociados S.A.,SANA,Transporte
1875,W80474132,Minería Almansa y asociados S.L.,SANA,Comercio
1876,N39573041,Tecnologías Álvarez y asociados S.L.N.E,SANA,Comercio
1877,J84108442,Logística Mendoza S.L.,SANA,Construccion
1878,F40055302,Fábrica HTS S.A.,SANA,Construccion
1879,H49170544,Hnos Peñas S.L.,SANA,Construccion
1880,E47279846,Guijarro y Asenjo S.A.,SANA,Tecnologia
1881,J16914893,Consultoría Internacionales S.L.,SANA,Tecnologia
1882,G81752116,Compañía Alonso y asociados S.L.,SANA,Construccion
1883,A97059725,Distribuciones Piñeiro y asociados S.L.N.E,SANA,Comercio
1884,Q53561957,Raya y Olmedo S.L.,SANA,Construccion
1885,J27933045,Guzmán y asociados S.L.N.E,SANA,Transporte
1886,N53571790,Pont y asociados S.A.D,SANA,Construccion
1887,A57712141,Comercial EX S.Coop.,SANA,Tecnologia
1888,J33721002,Promociones Peláez y asociados S.L.U.,SANA,Comercio
1889,A82127089,Familia Montalbán S.Com.,SANA,Construccion
1890,R97754868,Infraestructuras Aparicio y asociados S.Com.,SANA,Comercio
1891,G69349051,Distribuciones Avanzadas S.L.,SANA,Tecnologia
1892,P46076853,Manufacturas Gonzalez y asociados S.A.,FRAUDE_MAQUILLAJE,Tecnologia
1893,R30889845,Restauración VEU S.L.N.E,SANA,Transporte
1894,H68237550,Hermanos Leal S.A.,SANA,Comercio
1895,E74291216,Hotel Soria S.Com.,SANA,Construccion
1896,V34362335,Servicios Quirós & Asociados S.A.,SANA,Transporte
1897,F33637158,Leon y Ponce S.A.,SANA,Tecnologia
1898,V34213769,Grupo Bertrán S.C.P,FRAUDE_CARRUSEL,Comercio
1899,A51629000,Supermercados Sanz y asociados S.L.L.,SANA,Tecnologia
1900,F62908270,Alimentación del Noroeste S.L.,SANA,Tecnologia
1901,C29263245,Cerezo y Chamorro S.Com.,SANA,Construccion
1902,S42917412,Manufacturas Vara y asociados S.A.,SANA,Transporte
1903,R23453152,Desarrollo QMIP S.Coop.,SANA,Tecnologia
1904,A90972685,Tomás & Asociados S.L.L.,SANA,Construccion
1905,R61538339,Manufacturas Sureda & Asociados S.Com.,SANA,Construccion
1906,D11818926,Cordero y Pizarro S.A.,SANA,Construccion
1907,E43332025,Talleres Contreras y asociados S.Coop.,SANA,Construccion
1908,J29144226,Finanzas del Levante S.A.,SANA,Construccion
1909,A24272571,Balaguer y Lago S.C.P,SANA,Comercio
1910,C37155151,Desarrollo XVWE S.C.P,FRAUDE_MAQUILLAJE,Tecnologia
1911,V85544613,Instalaciones CCJD S.L.N.E,SANA,Transporte
1912,F51256515,Minería Calderon S.Com.,SANA,Comercio
1913,V30738427,Landa y asociados S.L.,FRAUDE_MAQUILLAJE,Tecnologia
1914,B82950883,Sol Llopis Aznar S.Com.,SANA,Comercio
1915,D12846476,Paula Soria Torrecilla S.Com.,SANA,Construccion
1916,D83100625,Industrias Huertas y asociados S.L.N.E,SANA,Comercio
1917,D78658060,Gema Vicens Serna S.L.,SANA,Transporte
1918,E10162459,Finanzas Integrales S.A.,SANA,Tecnologia
1919,A40423822,Carmelita Trillo Blanca S.L.,SANA,Transporte
1920,R29780540,Santamaria y Marqués S.L.N.E,FRAUDE_CARRUSEL,Comercio
1921,N40317689,Soluciones Palomares S.A.,SANA,Transporte
1922,D76011040,Moraleda y Miranda S.L.N.E,SANA,Tecnologia
1923,D40134894,Construcción IGOC S.A.,SANA,Construccion
1924,N57957055,Grupo Salcedo S.L.L.,FRAUDE_MAQUILLAJE,Construccion
1925,P25884798,Nico Alba Rosselló S.Com.,SANA,Comercio
1926,C15817913,Reguera y Bustamante S.A.,SANA,Tecnologia
1927,F67529530,Supermercados RKTO S.L.N.E,SANA,Comercio
1928,F67075357,Tecnologías Mármol S.L.U.,SANA,Tecnologia
1929,N93853635,Talleres Barón S.L.,SANA,Comercio
1930,Q23948250,Hermanos Bonilla S.A.,SANA,Comercio
1931,V98816127,Logística Borja & Asociados S.L.,FRAUDE_MAQUILLAJE,Comercio
1932,J20250139,Logística DOZ S.L.U.,SANA,Construccion
1933,E98027250,Jordán y Villalba S.Com.,SANA,Tecnologia
1934,P29834720,Tecnologías Rozas S.L.N.E,SANA,Transporte
1935,U74214057,Inmobiliaria RS S.L.,SANA,Construccion
1936,D87556758,Promociones Baeza & Asociados S.L.,SANA,Transporte
1937,J29416986,Ferreras y asociados S.A.,SANA,Construccion
1938,P27117558,Construcción Sans & Asociados S.Com.,SANA,Tecnologia
1939,R57326346,Grupo Villalobos S.A.,SANA,Comercio
1940,V66885777,Haro & Asociados S.A.,SANA,Transporte
1941,S90764593,Infraestructuras Inteligentes S.Com.,FRAUDE_CARRUSEL,Comercio
1942,E97772249,Consuelo Macias Doménech S.L.,SANA,Tecnologia
1943,R66191544,Grupo Montalbán S.L.N.E,SANA,Transporte
1944,V81467508,Banco Gómez & Asociados S.C.P,SANA,Tecnologia
1945,R21222980,Despacho del Noroeste S.L.,SANA,Transporte
1946,W87561262,Compañía GKUT S.L.,SANA,Tecnologia
1947,C41567079,Logística Salgado & Asociados S.A.,SANA,Comercio
1948,A37283734,Villena y Almazán S.Com.,SANA,Construccion
1949,Q84943752,Farmaceútica Torrens S.Com.,SANA,Transporte
1950,E24784930,Hierro & Asociados S.L.L.,SANA,Construccion
1951,Q58433612,Bautista y Jiménez S.Coop.,FRAUDE_CARRUSEL,Tecnologia
1952,N71792283,Farmaceútica Pelayo S.A.,SANA,Tecnologia
1953,S42547451,Sonia Conesa Abascal S.A.,SANA,Tecnologia
1954,H17498162,Áurea Frutos Velasco S.Com.,SANA,Tecnologia
1955,D29203413,Villalonga y Conde S.Coop.,SANA,Transporte
1956,A67003442,Taboada y Suárez S.L.,SANA,Comercio
1957,B24228398,Lobo y asociados S.L.,SANA,Construccion
1958,V89715350,Banca Privada Muñoz & Asociados S.L.L.,SANA,Tecnologia
1959,A29714795,Flora Serrano Álvarez S.Coop.,FRAUDE_CARRUSEL,Comercio
1960,E20602300,Minería Mayo y asociados S.L.L.,SANA,Tecnologia
1961,C11674728,Soluciones Granados & Asociados S.L.N.E,FRAUDE_MAQUILLAJE,Transporte
1962,E34484603,Banca Privada Santos & Asociados S.L.N.E,SANA,Transporte
1963,E80793145,Inmobiliaria Sotelo S.Coop.,SANA,Comercio
1964,V65233612,Hermanos Somoza S.Com.,SANA,Comercio
1965,U96549919,Aroca & Asociados S.L.N.E,SANA,Construccion
1966,N24933959,Comercial Godoy y asociados S.A.,SANA,Tecnologia
1967,B96228754,Franco y Vigil S.A.,SANA,Construccion
1968,F77551168,Carro y Carrasco S.Coop.,SANA,Tecnologia
1969,A63202657,Construcción Escalona S.A.,SANA,Transporte
1970,U84377548,Comercial Mendizábal S.Coop.,SANA,Comercio
1971,W51075182,Calatayud y Hoz S.A.,SANA,Tecnologia
1972,S31045425,Talleres UQYW S.L.,SANA,Comercio
1973,C79994685,Fortuny y Galvez S.L.,SANA,Transporte
1974,E38435937,Soluciones Céspedes & Asociados S.L.N.E,SANA,Transporte
1975,B39381121,Logística Paredes S.L.L.,SANA,Transporte
1976,F85067208,Suministros Ibérica S.Coop.,SANA,Construccion
1977,U74077726,Izaguirre & Asociados S.Com.,SANA,Comercio
1978,R61065827,Sanmiguel & Asociados S.C.P,SANA,Tecnologia
1979,B59858951,Industrias Pons y asociados S.L.,SANA,Transporte
1980,G46227990,Gisbert y Gómez S.L.,SANA,Construccion
1981,D20443290,Comercializadora del Norte S.Com.,SANA,Comercio
1982,P13764654,Cazorla y Tovar S.L.N.E,SANA,Tecnologia
1983,N31845331,Manufacturas Avanzadas S.Com.,SANA,Construccion
1984,C38442071,Muñoz & Asociados S.L.N.E,SANA,Construccion
1985,N35198547,Ibáñez & Asociados S.L.N.E,SANA,Tecnologia
1986,B42257238,Manufacturas Inteligentes S.L.,SANA,Comercio
1987,C86520583,Distribuciones Quintero & Asociados S.L.,SANA,Construccion
1988,V16131148,Alejandro Córdoba Romero S.C.P,FRAUDE_MAQUILLAJE,Construccion
